id,title,pdf_url,doc_date,doc_type,country,project_id,web_url,source_url,content_type,md5,family_id,family_year,status
AF.document.026NUYAR.n0000,Building resilience to climate change and variability in vulnerable smallholders — Project document,https://cdn.climatepolicyradar.org/navigator/URY/2011/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_3c2276163f8ef1be3f8ea1d7b7a47515.pdf,2011-12-14T00:00:00Z,Project document,URY,026NUYAR,https://climateprojectexplorer.org/document/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_3d63,https://fifspubprd.azureedge.net/afdocuments/project/69/69_Uruguay%20Building%20Resilience%20to%20CC%20AF%20Project%20Uruguay%20-%20MGAP%20Nov%202011%20final.pdf,application/pdf,3c2276163f8ef1be3f8ea1d7b7a47515,AF.family.026NUYAR.0,2011,out_of_scope_geo
AF.document.026NUYAR.n0001,Building resilience to climate change and variability in vulnerable smallholders — Inception report,https://cdn.climatepolicyradar.org/navigator/URY/2011/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_1b47e976563107edeb241c528a33d93e.pdf,2011-12-14T00:00:00Z,Inception report,URY,026NUYAR,https://climateprojectexplorer.org/document/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_3d63,https://fifspubprd.azureedge.net/afdocuments/project/69/69_Inception%20Workshop%20Document.pdf,application/pdf,1b47e976563107edeb241c528a33d93e,AF.family.026NUYAR.0,2011,out_of_scope_geo
AF.document.026NUYAR.n0006,Building resilience to climate change and variability in vulnerable smallholders — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/URY/2011/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_5fb62804af4a1909eb01e69eb3c64221.pdf,2011-12-14T00:00:00Z,Mid-term evaluation,URY,026NUYAR,https://climateprojectexplorer.org/document/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_3d63,https://fifspubprd.azureedge.net/afdocuments/project/69/69_Report%20midterm%20assessment_Uruguay_ANII.pdf,application/pdf,5fb62804af4a1909eb01e69eb3c64221,AF.family.026NUYAR.0,2011,out_of_scope_geo
AF.document.026NUYAR.n0010,Building resilience to climate change and variability in vulnerable smallholders — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/URY/2011/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_1bc258879ccfb7754ed9e74cc948a017.pdf,2011-12-14T00:00:00Z,Final evaluation,URY,026NUYAR,https://climateprojectexplorer.org/document/building-resilience-to-climate-change-and-variability-in-vulnerable-smallholders_3d63,https://fifspubprd.azureedge.net/afdocuments/project/69/EN_PDF_Informe%20Evaluacion%20Final%20del%20GFCC.pdf,application/pdf,1bc258879ccfb7754ed9e74cc948a017,AF.family.026NUYAR.0,2011,out_of_scope_geo
AF.document.019MPGDR.n0001,Enhancing adaptive capacity of communities to climate change-related floods in the North Coast and Islands Region of Papua New Guinea — Inception report,https://cdn.climatepolicyradar.org/navigator/PNG/2012/enhancing-adaptive-capacity-of-communities-to-climate-change-related-floods-in-the-north-coast-and-islands-region-of-papua-new-guinea_625d84d8f11d70987da1d84243652380.pdf,2012-03-16T00:00:00Z,Inception report,PNG,019MPGDR,https://climateprojectexplorer.org/document/enhancing-adaptive-capacity-of-communities-to-climate-change-related-floods-in-the-north-coast-and-islands-region-of-papua-new-guinea_7f38,https://fifspubprd.azureedge.net/afdocuments/project/45/45_2012%20PNG%20AF%20Project%20IW%20Project%20Presentation_Final.pdf,application/pdf,625d84d8f11d70987da1d84243652380,AF.family.019MPGDR.0,2012,out_of_scope_geo
AF.document.019MPGDR.n0005,Enhancing adaptive capacity of communities to climate change-related floods in the North Coast and Islands Region of Papua New Guinea — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/PNG/2012/enhancing-adaptive-capacity-of-communities-to-climate-change-related-floods-in-the-north-coast-and-islands-region-of-papua-new-guinea_e863d1ba12e71ac32893f7789bcede07.pdf,2012-03-16T00:00:00Z,Final evaluation,PNG,019MPGDR,https://climateprojectexplorer.org/document/enhancing-adaptive-capacity-of-communities-to-climate-change-related-floods-in-the-north-coast-and-islands-region-of-papua-new-guinea_7f38,https://fifspubprd.azureedge.net/afdocuments/project/45/Final%20Report_PNG%20AF_Final%20Project%20Evaluation_201218.pdf,application/pdf,e863d1ba12e71ac32893f7789bcede07,AF.family.019MPGDR.0,2012,out_of_scope_geo
AF.document.021MMVWR.n0000,"Increasing climate resilience through an Integrated Water Resource Management Programme in HA. Ihavandhoo, ADh. Mahibadhoo and GDh. Gadhdhoo Island — Project document",https://cdn.climatepolicyradar.org/navigator/None,2011-06-22T00:00:00Z,Project document,MDV,021MMVWR,https://climateprojectexplorer.org/document/increasing-climate-resilience-through-an-integrated-water-resource-management-programme-in-ha-ihavandhoo-adh-mahibadhoo-and-gdh-gadhdhoo-island_6015,https://fifspubprd.azureedge.net/afdocuments/project/42/42_MDV_AFoc_final.pdf,NA,NA,AF.family.021MMVWR.0,2011,out_of_scope_geo
AF.document.021MMVWR.n0001,"Increasing climate resilience through an Integrated Water Resource Management Programme in HA. Ihavandhoo, ADh. Mahibadhoo and GDh. Gadhdhoo Island — Inception report",https://cdn.climatepolicyradar.org/navigator/MDV/2011/increasing-climate-resilience-through-an-integrated-water-resource-management-programme-in-ha-ihavandhoo-adh-mahibadhoo-and-gdh-gadhdhoo-island_be5448b77bed1508b0b017e7118dd805.pdf,2011-06-22T00:00:00Z,Inception report,MDV,021MMVWR,https://climateprojectexplorer.org/document/increasing-climate-resilience-through-an-integrated-water-resource-management-programme-in-ha-ihavandhoo-adh-mahibadhoo-and-gdh-gadhdhoo-island_6015,https://fifspubprd.azureedge.net/afdocuments/project/42/42_4582_Maldives_AF_Inception_Report%20Opt.pdf,application/pdf,be5448b77bed1508b0b017e7118dd805,AF.family.021MMVWR.0,2011,out_of_scope_geo
AF.document.021MMVWR.n0003,"Increasing climate resilience through an Integrated Water Resource Management Programme in HA. Ihavandhoo, ADh. Mahibadhoo and GDh. Gadhdhoo Island — Final evaluation report",https://cdn.climatepolicyradar.org/navigator/MDV/2011/increasing-climate-resilience-through-an-integrated-water-resource-management-programme-in-ha-ihavandhoo-adh-mahibadhoo-and-gdh-gadhdhoo-island_55b92292300c9ff698e6edd1d256394d.pdf,2011-06-22T00:00:00Z,Final evaluation,MDV,021MMVWR,https://climateprojectexplorer.org/document/increasing-climate-resilience-through-an-integrated-water-resource-management-programme-in-ha-ihavandhoo-adh-mahibadhoo-and-gdh-gadhdhoo-island_6015,https://fifspubprd.azureedge.net/afdocuments/project/42/42_Maldives%20Final%20Evaluation_FINAL_140216_clean.pdf,application/pdf,55b92292300c9ff698e6edd1d256394d,AF.family.021MMVWR.0,2011,out_of_scope_geo
AF.document.018MECFR.n0006,"Enhancing resilience of communities to the adverse effects of climate change on food security, in Pichincha Province and the Jubones River basin — Final evaluation report",https://cdn.climatepolicyradar.org/navigator/ECU/2011/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_987424ee10a3dadb93a394be97c75fb6.pdf,2011-03-18T00:00:00Z,Final evaluation,ECU,018MECFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_632a,https://fifspubprd.azureedge.net/afdocuments/project/60/60_Final%20Evaluation%20Ecuador%20FORECCSA_final.pdf,application/pdf,987424ee10a3dadb93a394be97c75fb6,AF.family.018MECFR.0,2011,out_of_scope_geo
AF.document.018MECFR.n0007,"Enhancing resilience of communities to the adverse effects of climate change on food security, in Pichincha Province and the Jubones River basin — Project completion report",https://cdn.climatepolicyradar.org/navigator/ECU/2011/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_591e751a6158665be20bf6683bfcdc7d.pdf,2011-03-18T00:00:00Z,Completion report,ECU,018MECFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_632a,https://fifspubprd.azureedge.net/afdocuments/project/60/60_FORECCSA%20Project%20Completion%20Report_final.pdf,application/pdf,591e751a6158665be20bf6683bfcdc7d,AF.family.018MECFR.0,2011,out_of_scope_geo
AF.document.018MECFR.n0008,"Enhancing resilience of communities to the adverse effects of climate change on food security, in Pichincha Province and the Jubones River basin — Mid-term evaluation report",https://cdn.climatepolicyradar.org/navigator/ECU/2011/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_119a10fc4802925d0d23951922595e66.pdf,2011-03-18T00:00:00Z,Mid-term evaluation,ECU,018MECFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_632a,https://fifspubprd.azureedge.net/afdocuments/project/60/60_151007%20Evaluation%20report%20FORECCSA%20Carlos%20Rodriguez%20Ariza%20DEF%20ENG.PDF,application/pdf,119a10fc4802925d0d23951922595e66,AF.family.018MECFR.0,2011,out_of_scope_geo
AF.document.018MECFR.n0009,"Enhancing resilience of communities to the adverse effects of climate change on food security, in Pichincha Province and the Jubones River basin — Inception report",https://cdn.climatepolicyradar.org/navigator/ECU/2011/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_1629369421514d9d56a130cc8a00c784.pdf,2011-03-18T00:00:00Z,Inception report,ECU,018MECFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_632a,https://fifspubprd.azureedge.net/afdocuments/project/60/60_Inception%20report%20final%20changes%20from%20May%2016.pdf,application/pdf,1629369421514d9d56a130cc8a00c784,AF.family.018MECFR.0,2011,out_of_scope_geo
AF.document.018MECFR.n0010,"Enhancing resilience of communities to the adverse effects of climate change on food security, in Pichincha Province and the Jubones River basin — Project document",https://cdn.climatepolicyradar.org/navigator/ECU/2011/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_cfb2d8beb1a347ede1d6da4f98ce1b02.pdf,2011-03-18T00:00:00Z,Project document,ECU,018MECFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-the-adverse-effects-of-climate-change-on-food-security-in-pichincha-province-and-the-jubones-river-basin_632a,https://fifspubprd.azureedge.net/afdocuments/project/60/60_ECU%20AF%20full%20project%20document%20revised%20%20clean%20annexes.pdf,application/pdf,cfb2d8beb1a347ede1d6da4f98ce1b02,AF.family.018MECFR.0,2011,out_of_scope_geo
AF.document.025MTZCR.n0000,Implementation Of Concrete Adaptation Measures To Reduce Vulnerability Of Livelihood and Economy Of Coastal Communities In Tanzania — Project document,https://cdn.climatepolicyradar.org/navigator/None,2011-12-14T00:00:00Z,Project document,TZA,025MTZCR,https://climateprojectexplorer.org/document/implementation-of-concrete-adaptation-measures-to-reduce-vulnerability-of-livelihood-and-economy-of-coastal-communities-in-tanzania_58ea,https://fifspubprd.azureedge.net/afdocuments/project/22/22_TZ_AFoc_-Final.pdf,NA,NA,AF.family.025MTZCR.0,2011,parked
AF.document.025MTZCR.n0001,Implementation Of Concrete Adaptation Measures To Reduce Vulnerability Of Livelihood and Economy Of Coastal Communities In Tanzania — Inception report,https://cdn.climatepolicyradar.org/navigator/TZA/2011/implementation-of-concrete-adaptation-measures-to-reduce-vulnerability-of-livelihood-and-economy-of-coastal-communities-in-tanzania_e62ce094c127395e7e99a3b02b3db711.pdf,2011-12-14T00:00:00Z,Inception report,TZA,025MTZCR,https://climateprojectexplorer.org/document/implementation-of-concrete-adaptation-measures-to-reduce-vulnerability-of-livelihood-and-economy-of-coastal-communities-in-tanzania_58ea,https://fifspubprd.azureedge.net/afdocuments/project/22/22_Inception%20Workshop%20Report%20of%20AF%20and%20LDCF%20projects-Tanzania.pdf,application/pdf,e62ce094c127395e7e99a3b02b3db711,AF.family.025MTZCR.0,2011,parked
AF.document.025MTZCR.n0002,Implementation Of Concrete Adaptation Measures To Reduce Vulnerability Of Livelihood and Economy Of Coastal Communities In Tanzania — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/TZA/2011/implementation-of-concrete-adaptation-measures-to-reduce-vulnerability-of-livelihood-and-economy-of-coastal-communities-in-tanzania_e0c351be0d1045e2804891a24f1bf8f6.pdf,2011-12-14T00:00:00Z,Final evaluation,TZA,025MTZCR,https://climateprojectexplorer.org/document/implementation-of-concrete-adaptation-measures-to-reduce-vulnerability-of-livelihood-and-economy-of-coastal-communities-in-tanzania_58ea,https://fifspubprd.azureedge.net/afdocuments/project/22/22_4141%20%20AFB2G48_2019_te_unep_gef_af_fsp_spcc_Adaptation%20Tanzania.pdf,application/pdf,e0c351be0d1045e2804891a24f1bf8f6,AF.family.025MTZCR.0,2011,kept
AF.document.004MSBFR.n0001,Enhancing resilience of communities in Solomon Islands to the adverse effects of climate change in agriculture and food security — Inception report,https://cdn.climatepolicyradar.org/navigator/SLB/2011/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_6b1a4bf34f35def109f632b0db1367c9.pdf,2011-03-18T00:00:00Z,Inception report,SLB,004MSBFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_7e06,https://fifspubprd.azureedge.net/afdocuments/project/47/47_Solomon%20Islands_AF%20SWoCK%20Inception%20Report%20nov2011.pdf,application/pdf,6b1a4bf34f35def109f632b0db1367c9,AF.family.004MSBFR.0,2011,out_of_scope_geo
AF.document.004MSBFR.n0007,Enhancing resilience of communities in Solomon Islands to the adverse effects of climate change in agriculture and food security — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/SLB/2011/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_a4919f4450424a28a3c87959ba73ec46.pdf,2011-03-18T00:00:00Z,Final evaluation,SLB,004MSBFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_7e06,https://fifspubprd.azureedge.net/afdocuments/project/47/47_TE_PIMS_4451_FinalEvaluationReport_22102016.pdf,application/pdf,a4919f4450424a28a3c87959ba73ec46,AF.family.004MSBFR.0,2011,out_of_scope_geo
AF.document.004MSBFR.n0006,Enhancing resilience of communities in Solomon Islands to the adverse effects of climate change in agriculture and food security — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/SLB/2011/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_33fefd5f7d21c9461ad393bc657e4486.pdf,2011-03-18T00:00:00Z,Mid-term evaluation,SLB,004MSBFR,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-in-solomon-islands-to-the-adverse-effects-of-climate-change-in-agriculture-and-food-security_7e06,https://fifspubprd.azureedge.net/afdocuments/project/47/47_SWoCK%20MTE%20Report_PIMS%204451.pdf,application/pdf,33fefd5f7d21c9461ad393bc657e4486,AF.family.004MSBFR.0,2011,out_of_scope_geo
AF.document.054NJOMR.n0000,Increasing the resilience of poor and vulnerable communities to climate change — Project document,https://cdn.climatepolicyradar.org/navigator/JOR/2015/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_8e79e75a909bad5082b8cf200dfa1134.pdf,2015-04-10T00:00:00Z,Project document,JOR,054NJOMR,https://climateprojectexplorer.org/document/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_d6d0,https://fifspubprd.azureedge.net/afdocuments/project/36/36_Jordan%20MOPIC-%20Revised%20fully%20developed%20project%20proposal.pdf,application/pdf,8e79e75a909bad5082b8cf200dfa1134,AF.family.054NJOMR.0,2015,out_of_scope_geo
AF.document.054NJOMR.n0001,Increasing the resilience of poor and vulnerable communities to climate change — Inception report,https://cdn.climatepolicyradar.org/navigator/JOR/2015/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_8fec8631877baae4484acd334f3b6aea.pdf,2015-04-10T00:00:00Z,Inception report,JOR,054NJOMR,https://climateprojectexplorer.org/document/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_d6d0,https://fifspubprd.azureedge.net/afdocuments/project/36/36_letter-inception%20workshop.pdf,application/pdf,8fec8631877baae4484acd334f3b6aea,AF.family.054NJOMR.0,2015,out_of_scope_geo
AF.document.054NJOMR.n0005,Increasing the resilience of poor and vulnerable communities to climate change — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/JOR/2015/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_80dc3e9e7c65c43d9366744ac408ad5e.pdf,2015-04-10T00:00:00Z,Mid-term evaluation,JOR,054NJOMR,https://climateprojectexplorer.org/document/increasing-the-resilience-of-poor-and-vulnerable-communities-to-climate-change_d6d0,https://fifspubprd.azureedge.net/afdocuments/project/36/36_Mid_Term_Report_Jordan_MOPIC.pdf,application/pdf,80dc3e9e7c65c43d9366744ac408ad5e,AF.family.054NJOMR.0,2015,out_of_scope_geo
AF.document.005MNIWR.n0000,Reduction of Risks and Vulnerability Based on Flooding and Droughts in the Estero Real Watershed — Project document,https://cdn.climatepolicyradar.org/navigator/NIC/2010/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_d63513808e5c3d25096be3efad023997.pdf,2010-12-15T00:00:00Z,Project document,NIC,005MNIWR,https://climateprojectexplorer.org/document/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_025c,https://fifspubprd.azureedge.net/afdocuments/project/64/64_AF%20Final%20Nicaragua%20full%20proposal%2021%20Oct%202010.pdf,application/pdf,d63513808e5c3d25096be3efad023997,AF.family.005MNIWR.0,2010,out_of_scope_geo
AF.document.005MNIWR.n0001,Reduction of Risks and Vulnerability Based on Flooding and Droughts in the Estero Real Watershed — Inception report,https://cdn.climatepolicyradar.org/navigator/NIC/2010/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_230104969df82d51ffe7a858da60d982.pdf,2010-12-15T00:00:00Z,Inception report,NIC,005MNIWR,https://climateprojectexplorer.org/document/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_025c,https://fifspubprd.azureedge.net/afdocuments/project/64/64_Nicaragua%20Inception%20Report.pdf,application/pdf,230104969df82d51ffe7a858da60d982,AF.family.005MNIWR.0,2010,out_of_scope_geo
AF.document.005MNIWR.n0002,Reduction of Risks and Vulnerability Based on Flooding and Droughts in the Estero Real Watershed — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/NIC/2010/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_aa8026b000c17c514a31a3b9abdd9545.pdf,2010-12-15T00:00:00Z,Mid-term evaluation,NIC,005MNIWR,https://climateprojectexplorer.org/document/reduction-of-risks-and-vulnerability-based-on-flooding-and-droughts-in-the-estero-real-watershed_025c,https://fifspubprd.azureedge.net/afdocuments/project/64/64_4448%20AF%20Nicaragua_MTR%20Final%20Report.pdf,application/pdf,aa8026b000c17c514a31a3b9abdd9545,AF.family.005MNIWR.0,2010,out_of_scope_geo
AF.document.AF00000216.n0000,Adaptation Fund-UNDP Innovation Small Grant Aggregator Platform (ISGAP) — Project document,https://cdn.climatepolicyradar.org/navigator/XAB/2019/adaptation-fund-undp-innovation-small-grant-aggregator-platform-isgap_379e65f453a102b62ce1712ba8839885.pdf,2019-10-11T00:00:00Z,Project document,XAB,AF00000216,https://climateprojectexplorer.org/document/adaptation-fund-undp-innovation-small-grant-aggregator-platform-isgap_ab0d,https://fifspubprd.azureedge.net/afdocuments/project/12242/12242_6266_AF_Proposal_13%20Sep19%20resubmission%20clean.pdf,application/pdf,379e65f453a102b62ce1712ba8839885,AF.family.AF00000216.0,2019,out_of_scope_geo
AF.document.AF00000216.n0003,Adaptation Fund-UNDP Innovation Small Grant Aggregator Platform (ISGAP) — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/XAB/2019/adaptation-fund-undp-innovation-small-grant-aggregator-platform-isgap_23f4f62836cd2de6052dcc3cf8117567.pdf,2019-10-11T00:00:00Z,Mid-term evaluation,XAB,AF00000216,https://climateprojectexplorer.org/document/adaptation-fund-undp-innovation-small-grant-aggregator-platform-isgap_ab0d,https://fifspubprd.azureedge.net/afdocuments/project/12242/Report_MTR_ISGAP%20Programme_signed.pdf,application/pdf,23f4f62836cd2de6052dcc3cf8117567,AF.family.AF00000216.0,2019,out_of_scope_geo
AF.document.AF00000095.n0000,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda — Project document,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_a202d5006930e5fcb483f923137317c4.pdf,2016-07-05T00:00:00Z,Project document,UGA,AF00000095,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,https://fifspubprd.azureedge.net/afdocuments/project/4077/4077_Uganda_full_proposal_for_posting.pdf,application/pdf,a202d5006930e5fcb483f923137317c4,AF.family.AF00000095.0,2016,parked
AF.document.AF00000095.n0001,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda — Inception report,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_971a0797612d047de876b41fa64bc981.pdf,2016-07-05T00:00:00Z,Inception report,UGA,AF00000095,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,https://fifspubprd.azureedge.net/afdocuments/project/4077/4077_EURECCCA%20Launch%20Workshop%20%20Report-May2017.pdf,application/pdf,971a0797612d047de876b41fa64bc981,AF.family.AF00000095.0,2016,parked
AF.document.AF00000095.n0002,Enhancing resilience of communities to climate change through catchment-based integrated management of water and related resources in Uganda — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/UGA/2016/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_b9c5ba8942821de7617ded4b22cf9254.pdf,2016-07-05T00:00:00Z,Mid-term evaluation,UGA,AF00000095,https://climateprojectexplorer.org/document/enhancing-resilience-of-communities-to-climate-change-through-catchment-based-integrated-management-of-water-and-related-resources-in-uganda_d36a,https://fifspubprd.azureedge.net/afdocuments/project/4077/4077_OSS-EURECCCA_Project_MTE_report_nov2019.pdf,application/pdf,b9c5ba8942821de7617ded4b22cf9254,AF.family.AF00000095.0,2016,kept
AF.document.009MHNWR.n0000,Addressing Climate Change Risks on Water Resources in Honduras: Increased Systemic Resilience and Reduced Vulnerability of the Urban Poor — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/HND/2010/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_303c7785ee7d2630e528c743a1d90fbf.pdf,2010-09-17T00:00:00Z,Mid-term evaluation,HND,009MHNWR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_df09,https://fifspubprd.azureedge.net/afdocuments/project/62/62_SUBMISSION_UNDP_Honduras_Final_MTR_13Oct2014.pdf,application/pdf,303c7785ee7d2630e528c743a1d90fbf,AF.family.009MHNWR.0,2010,out_of_scope_geo
AF.document.009MHNWR.n0001,Addressing Climate Change Risks on Water Resources in Honduras: Increased Systemic Resilience and Reduced Vulnerability of the Urban Poor — Inception report,https://cdn.climatepolicyradar.org/navigator/HND/2010/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_adaf5c2a35a35eb608fa79e910748276.pdf,2010-09-17T00:00:00Z,Inception report,HND,009MHNWR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_df09,https://fifspubprd.azureedge.net/afdocuments/project/62/62_Honduras_Inception%20Workshop%20Report%20final.pdf,application/pdf,adaf5c2a35a35eb608fa79e910748276,AF.family.009MHNWR.0,2010,out_of_scope_geo
AF.document.009MHNWR.n0006,Addressing Climate Change Risks on Water Resources in Honduras: Increased Systemic Resilience and Reduced Vulnerability of the Urban Poor — Project document,https://cdn.climatepolicyradar.org/navigator/HND/2010/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_c23e79bef61f32e17e34961acafb1983.pdf,2010-09-17T00:00:00Z,Project document,HND,009MHNWR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_df09,https://fifspubprd.azureedge.net/afdocuments/project/62/62_AFB.PPRC_.2.7%20Proposal%20for%20Honduras.pdf,application/pdf,c23e79bef61f32e17e34961acafb1983,AF.family.009MHNWR.0,2010,out_of_scope_geo
AF.document.009MHNWR.n0007,Addressing Climate Change Risks on Water Resources in Honduras: Increased Systemic Resilience and Reduced Vulnerability of the Urban Poor — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/HND/2010/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_0996c52e8a82f6caf973962e8972797c.pdf,2010-09-17T00:00:00Z,Final evaluation,HND,009MHNWR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-in-honduras-increased-systemic-resilience-and-reduced-vulnerability-of-the-urban-poor_df09,https://fifspubprd.azureedge.net/afdocuments/project/62/4399_AF_Honduras_Terminal%20eval%20report_May%2017.pdf,application/pdf,0996c52e8a82f6caf973962e8972797c,AF.family.009MHNWR.0,2010,out_of_scope_geo
AF.document.AF00000126.n0000,"Integrated climate-resilient transboundary flood risk management in the Drin River basin in the Western Balkans (Albania, the Former Yugoslav Republic of Macedonia, Montenegro) — Project document",https://cdn.climatepolicyradar.org/navigator/ALB/2019/integrated-climate-resilient-transboundary-flood-risk-management-in-the-drin-river-basin-in-the-western-balkans-albania-the-former-yugoslav-republic-of-macedonia-montenegro_53654f67ebdca5d7c6645fe2036fea68.pdf,2019-03-15T00:00:00Z,Project document,ALB;MKD;MNE,AF00000126,https://climateprojectexplorer.org/document/integrated-climate-resilient-transboundary-flood-risk-management-in-the-drin-river-basin-in-the-western-balkans-albania-the-former-yugoslav-republic-of-macedonia-montenegro_976a,https://fifspubprd.azureedge.net/afdocuments/project/6534/6534_6215_AF_Regional_Project-Proposal_resubmission_06-Feb-2019-clean-version.pdf,application/pdf,53654f67ebdca5d7c6645fe2036fea68,AF.family.AF00000126.0,2019,out_of_scope_geo
