id,title,pdf_url,doc_date,doc_type,country,project_id,web_url,source_url,content_type,md5,family_id,family_year,status
AF.document.061MCLAR.n0000,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Project document,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_871ab66bfb686260da221cb1cc80e9fe.pdf,2015-10-09T00:00:00Z,Project document,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/56_CHILE%20_OPG%20ANNEX%204-1%20Project%20Document_Proposal_Clean%20Version_Final%20oct16th%202015.pdf,application/pdf,871ab66bfb686260da221cb1cc80e9fe,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.061MCLAR.n0001,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Project concept,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_ff15be1732558a245ab765b77dc92325.pdf,2015-10-09T00:00:00Z,Project concept,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/56_CHILE%20_OPG%20ANNEX%204-1%20Project%20proposal%20-%20July%202014.pdf,application/pdf,ff15be1732558a245ab765b77dc92325,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.061MCLAR.n0002,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Inception report,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_3428c412f6a43cc1394b714fe747a02a.pdf,2015-10-09T00:00:00Z,Inception report,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/56_Workshop%20report%20from%20AGCI.pdf,application/pdf,3428c412f6a43cc1394b714fe747a02a,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.061MCLAR.n0006,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_1e745be13deddf262d2214e405f6e432.pdf,2015-10-09T00:00:00Z,Mid-term evaluation,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/56_Midterm%20Review.pdf,application/pdf,1e745be13deddf262d2214e405f6e432,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.061MCLAR.n0007,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_08b88efc870565c85ca8903e10afc86c.pdf,2015-10-09T00:00:00Z,Final evaluation,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/Report-%20Final%20Independent%20Evaluation_Chile.pdf,application/pdf,08b88efc870565c85ca8903e10afc86c,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.061MCLAR.n0008,Enhancing resilience to climate change of the small agriculture in the Chilean region of O'Higgins — Project completion report,https://cdn.climatepolicyradar.org/navigator/CHL/2015/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_3f80b7f6268507c423f398259766d9e8.pdf,2015-10-09T00:00:00Z,Completion report,CHL,061MCLAR,https://climateprojectexplorer.org/document/enhancing-resilience-to-climate-change-of-the-small-agriculture-in-the-chilean-region-of-o-higgins_606e,https://fifspubprd.azureedge.net/afdocuments/project/56/2023-08-07%20Final%20Project%20Completion%20Report.pdf,application/pdf,3f80b7f6268507c423f398259766d9e8,AF.family.061MCLAR.0,2015,out_of_scope_geo
AF.document.053MCUCR.n0000,Reduction of Vulnerability to Coastal Flooding through Ecosystem-based Adaptation in the South of Artemisa and Mayabeque Provinces — Project document,https://cdn.climatepolicyradar.org/navigator/CUB/2012/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_df99d68caa066812dd4959b3268ddf34.pdf,2012-12-14T00:00:00Z,Project document,CUB,053MCUCR,https://climateprojectexplorer.org/document/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_d4e6,https://fifspubprd.azureedge.net/afdocuments/project/59/59_Resubmission_5090_Cuba%20AF_12Nov2012.pdf,application/pdf,df99d68caa066812dd4959b3268ddf34,AF.family.053MCUCR.0,2012,out_of_scope_geo
AF.document.053MCUCR.n0003,Reduction of Vulnerability to Coastal Flooding through Ecosystem-based Adaptation in the South of Artemisa and Mayabeque Provinces — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/CUB/2012/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_49a87147c5ff648d3e763a67dae5cdb8.pdf,2012-12-14T00:00:00Z,Mid-term evaluation,CUB,053MCUCR,https://climateprojectexplorer.org/document/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_d4e6,https://fifspubprd.azureedge.net/afdocuments/project/59/59_PIMS%205090%20Cuba%20AF%20Mangroves%20Midterm%20Evaluation%20Report%2018-01-2018.pdf,application/pdf,49a87147c5ff648d3e763a67dae5cdb8,AF.family.053MCUCR.0,2012,out_of_scope_geo
AF.document.053MCUCR.n0007,Reduction of Vulnerability to Coastal Flooding through Ecosystem-based Adaptation in the South of Artemisa and Mayabeque Provinces — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/CUB/2012/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_9658d0d09b0371556d42c8413904c810.pdf,2012-12-14T00:00:00Z,Final evaluation,CUB,053MCUCR,https://climateprojectexplorer.org/document/reduction-of-vulnerability-to-coastal-flooding-through-ecosystem-based-adaptation-in-the-south-of-artemisa-and-mayabeque-provinces_d4e6,https://fifspubprd.azureedge.net/afdocuments/project/59/59_PIMS%205090%20Cuba%20AF%20TE%20Manglar%20Vivo%20-%20Final%20Evaluation%20Report%20_Sept%209%202020__.pdf,application/pdf,9658d0d09b0371556d42c8413904c810,AF.family.053MCUCR.0,2012,out_of_scope_geo
AF.document.017MERRR.n0000,"Climate Change Adaptation Programme In Water and Agriculture In Anseba Region, Eritrea — Project document",https://cdn.climatepolicyradar.org/navigator/ERI/2011/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_79dd4235aed58a89cf7b9fc15b842749.pdf,2011-03-18T00:00:00Z,Project document,ERI,017MERRR,https://climateprojectexplorer.org/document/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_797d,https://fifspubprd.azureedge.net/afdocuments/project/5/5_Final%20proposal.pdf,application/pdf,79dd4235aed58a89cf7b9fc15b842749,AF.family.017MERRR.0,2011,parked
AF.document.017MERRR.n0004,"Climate Change Adaptation Programme In Water and Agriculture In Anseba Region, Eritrea — Mid-term evaluation report",https://cdn.climatepolicyradar.org/navigator/ERI/2011/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_5393252ca4fae3b6a26deb3be36e52d8.pdf,2011-03-18T00:00:00Z,Mid-term evaluation,ERI,017MERRR,https://climateprojectexplorer.org/document/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_797d,https://fifspubprd.azureedge.net/afdocuments/project/5/5_Final%20AF%20Eritrea%20MTR.pdf,application/pdf,5393252ca4fae3b6a26deb3be36e52d8,AF.family.017MERRR.0,2011,kept
AF.document.017MERRR.n0006,"Climate Change Adaptation Programme In Water and Agriculture In Anseba Region, Eritrea — Final evaluation report",https://cdn.climatepolicyradar.org/navigator/ERI/2011/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_799677fc5d3327fb75d3389097bb133d.pdf,2011-03-18T00:00:00Z,Final evaluation,ERI,017MERRR,https://climateprojectexplorer.org/document/climate-change-adaptation-programme-in-water-and-agriculture-in-anseba-region-eritrea_797d,https://fifspubprd.azureedge.net/afdocuments/project/5/5_2019%20Climate%20Change%20AF%20TE%20May%202019.pdf,application/pdf,799677fc5d3327fb75d3389097bb133d,AF.family.017MERRR.0,2011,kept
AF.document.010MMGAR.n0000,Promoting climate resilience in the rice sector through pilot investments in Alaotra-Mangoro region — Project document,https://cdn.climatepolicyradar.org/navigator/None,2011-12-14T00:00:00Z,Project document,MDG,010MMGAR,https://climateprojectexplorer.org/document/promoting-climate-resilience-in-the-rice-sector-through-pilot-investments-in-alaotra-mangoro-region_0c2a,https://fifspubprd.azureedge.net/afdocuments/project/10/10_Madagascar_AF_Riceoc_Oct_10_Final.pdf,NA,NA,AF.family.010MMGAR.0,2011,parked
AF.document.010MMGAR.n0003,Promoting climate resilience in the rice sector through pilot investments in Alaotra-Mangoro region — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/MDG/2011/promoting-climate-resilience-in-the-rice-sector-through-pilot-investments-in-alaotra-mangoro-region_ff27ca7ed5ea046fc08e846895ebbf7b.pdf,2011-12-14T00:00:00Z,Final evaluation,MDG,010MMGAR,https://climateprojectexplorer.org/document/promoting-climate-resilience-in-the-rice-sector-through-pilot-investments-in-alaotra-mangoro-region_0c2a,https://fifspubprd.azureedge.net/afdocuments/project/10/10_2020_AFB_5060_1111_2G49_madagascar.pdf,application/pdf,ff27ca7ed5ea046fc08e846895ebbf7b,AF.family.010MMGAR.0,2011,kept
AF.document.048MUZAR.n0000,Developing climate resilience of farming communities in the drought prone parts of Uzbekistan — Project document,https://cdn.climatepolicyradar.org/navigator/UZB/2014/developing-climate-resilience-of-farming-communities-in-the-drought-prone-parts-of-uzbekistan_3f2080432eab5b76ceae42a4509982df.pdf,2014-02-10T00:00:00Z,Project document,UZB,048MUZAR,https://climateprojectexplorer.org/document/developing-climate-resilience-of-farming-communities-in-the-drought-prone-parts-of-uzbekistan_834e,https://fifspubprd.azureedge.net/afdocuments/project/50/50_Combined%20AF_Uzbekistan_5March2013.pdf,application/pdf,3f2080432eab5b76ceae42a4509982df,AF.family.048MUZAR.0,2014,out_of_scope_geo
AF.document.048MUZAR.n0008,Developing climate resilience of farming communities in the drought prone parts of Uzbekistan — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/UZB/2014/developing-climate-resilience-of-farming-communities-in-the-drought-prone-parts-of-uzbekistan_cee47b9b0fb9d2d17466df138c9ba894.pdf,2014-02-10T00:00:00Z,Final evaluation,UZB,048MUZAR,https://climateprojectexplorer.org/document/developing-climate-resilience-of-farming-communities-in-the-drought-prone-parts-of-uzbekistan_834e,https://fifspubprd.azureedge.net/afdocuments/project/50/50_20211125%20UNDP%20Uzbekistan%20PIMS5002%20TE%20Aral_Final%20Report_rs106.pdf,application/pdf,cee47b9b0fb9d2d17466df138c9ba894,AF.family.048MUZAR.0,2014,out_of_scope_geo
AF.document.040MMRR.n0000,Addressing Climate Change Risks on Water Resources and Food Security in the Dry Zone of Myanmar — Project document,https://cdn.climatepolicyradar.org/navigator/MMR/2014/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_ea994de79eba79fa79b2d796f31efee9.pdf,2014-02-27T00:00:00Z,Project document,MMR,040MMRR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_554e,https://fifspubprd.azureedge.net/afdocuments/project/40/40_RESUBMISSION_AF_Myanmar%20-%20Full%20proposal_7Nov2012.pdf,application/pdf,ea994de79eba79fa79b2d796f31efee9,AF.family.040MMRR.0,2014,out_of_scope_geo
AF.document.040MMRR.n0004,Addressing Climate Change Risks on Water Resources and Food Security in the Dry Zone of Myanmar — Inception report,https://cdn.climatepolicyradar.org/navigator/MMR/2014/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_461c393f3161b93471b86863787a1a83.pdf,2014-02-27T00:00:00Z,Inception report,MMR,040MMRR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_554e,https://fifspubprd.azureedge.net/afdocuments/project/40/40_4703_AF_Myanmar_Inception%20Report.AF%20Project.final%20draft.pdf,application/pdf,461c393f3161b93471b86863787a1a83,AF.family.040MMRR.0,2014,out_of_scope_geo
AF.document.040MMRR.n0006,Addressing Climate Change Risks on Water Resources and Food Security in the Dry Zone of Myanmar — Project completion report,https://cdn.climatepolicyradar.org/navigator/MMR/2014/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_28516161d26199ec79b3400a6453f80f.pdf,2014-02-27T00:00:00Z,Completion report,MMR,040MMRR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_554e,https://fifspubprd.azureedge.net/afdocuments/project/40/40_Project-Completion-Summary_Final.pdf,application/pdf,28516161d26199ec79b3400a6453f80f,AF.family.040MMRR.0,2014,out_of_scope_geo
AF.document.040MMRR.n0007,Addressing Climate Change Risks on Water Resources and Food Security in the Dry Zone of Myanmar — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/MMR/2014/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_78a123e64ebcf563c87a43267bffe727.pdf,2014-02-27T00:00:00Z,Mid-term evaluation,MMR,040MMRR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_554e,https://fifspubprd.azureedge.net/afdocuments/project/40/40_MTE%20final%20report%20January%2029%202018.final.pdf,application/pdf,78a123e64ebcf563c87a43267bffe727,AF.family.040MMRR.0,2014,out_of_scope_geo
AF.document.040MMRR.n0008,Addressing Climate Change Risks on Water Resources and Food Security in the Dry Zone of Myanmar — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/MMR/2014/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_de91592855993497ea195b2afe1cb1fa.pdf,2014-02-27T00:00:00Z,Final evaluation,MMR,040MMRR,https://climateprojectexplorer.org/document/addressing-climate-change-risks-on-water-resources-and-food-security-in-the-dry-zone-of-myanmar_554e,https://fifspubprd.azureedge.net/afdocuments/project/40/40_AF%20Project%20Terminal%20Evaluation%20Report-Final%20_signed%20off.pdf,application/pdf,de91592855993497ea195b2afe1cb1fa,AF.family.040MMRR.0,2014,out_of_scope_geo
AF.document.007NSNCR.n0000,Adaptation to Coastal Erosion in Vulnerable Areas — Project document,https://cdn.climatepolicyradar.org/navigator/SEN/2010/adaptation-to-coastal-erosion-in-vulnerable-areas_891e7dcc5410776d05c93359de00ad2c.pdf,2010-09-17T00:00:00Z,Project document,SEN,007NSNCR,https://climateprojectexplorer.org/document/adaptation-to-coastal-erosion-in-vulnerable-areas_b002,https://fifspubprd.azureedge.net/afdocuments/project/20/20_ADAPT_FUND%20SENEGAL_proposal.pdf,application/pdf,891e7dcc5410776d05c93359de00ad2c,AF.family.007NSNCR.0,2010,parked
AF.document.007NSNCR.n0001,Adaptation to Coastal Erosion in Vulnerable Areas — Mid-term evaluation report,https://cdn.climatepolicyradar.org/navigator/SEN/2010/adaptation-to-coastal-erosion-in-vulnerable-areas_3dd7039fb1dbe043fff552e11a35a97f.pdf,2010-09-17T00:00:00Z,Mid-term evaluation,SEN,007NSNCR,https://climateprojectexplorer.org/document/adaptation-to-coastal-erosion-in-vulnerable-areas_b002,https://fifspubprd.azureedge.net/afdocuments/project/20/20_Rapport_EMP-nov%202012_final_French.pdf,application/pdf,3dd7039fb1dbe043fff552e11a35a97f,AF.family.007NSNCR.0,2010,kept
AF.document.007NSNCR.n0002,Adaptation to Coastal Erosion in Vulnerable Areas — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/SEN/2010/adaptation-to-coastal-erosion-in-vulnerable-areas_ee2eaa9d5fc9c47a218b6d54f322f0dd.pdf,2010-09-17T00:00:00Z,Final evaluation,SEN,007NSNCR,https://climateprojectexplorer.org/document/adaptation-to-coastal-erosion-in-vulnerable-areas_b002,https://fifspubprd.azureedge.net/afdocuments/project/20/20_AF%20Project%20Senegal_Final%20Evaluation%20Report_with%20Annexes_C4ES_14%20August%202015.pdf,application/pdf,ee2eaa9d5fc9c47a218b6d54f322f0dd,AF.family.007NSNCR.0,2010,kept
AF.document.007NSNCR.n0003,Adaptation to Coastal Erosion in Vulnerable Areas — Project performance report 1,https://cdn.climatepolicyradar.org/navigator/SEN/2010/adaptation-to-coastal-erosion-in-vulnerable-areas_f56941594132917e4987e8ddf536e297.pdf,2010-09-17T00:00:00Z,Performance report,SEN,007NSNCR,https://climateprojectexplorer.org/document/adaptation-to-coastal-erosion-in-vulnerable-areas_b002,https://fifspubprd.azureedge.net/afdocuments/project/20/20_Half%20yearly%20report%20September%202011.pdf,application/pdf,f56941594132917e4987e8ddf536e297,AF.family.007NSNCR.0,2010,parked_progress
AF.document.039MCODR.n0008,Reducing Risk and Vulnerability to Climate Change in the Region of La Depresion Momposina in Colombia — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/COL/2012/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_2716d02aeb64257748a5535f269d4aee.pdf,2012-06-29T00:00:00Z,Final evaluation,COL,039MCODR,https://climateprojectexplorer.org/document/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_c204,https://fifspubprd.azureedge.net/afdocuments/project/57/57_4805%20Report%20Final%20%20Eval_Kyoto_Eng_final.pdf,application/pdf,2716d02aeb64257748a5535f269d4aee,AF.family.039MCODR.0,2012,out_of_scope_geo
AF.document.039MCODR.n0009,Reducing Risk and Vulnerability to Climate Change in the Region of La Depresion Momposina in Colombia — Project completion report,https://cdn.climatepolicyradar.org/navigator/COL/2012/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_90d63cd81f07af7a13c7145b5223cb08.pdf,2012-06-29T00:00:00Z,Completion report,COL,039MCODR,https://climateprojectexplorer.org/document/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_c204,https://fifspubprd.azureedge.net/afdocuments/project/57/57_Colombia%20AF%20-%20Programme%20Completion%20Report%20-%20ingles%20-%2006082020.pdf,application/pdf,90d63cd81f07af7a13c7145b5223cb08,AF.family.039MCODR.0,2012,out_of_scope_geo
AF.document.039MCODR.n0000,Reducing Risk and Vulnerability to Climate Change in the Region of La Depresion Momposina in Colombia — Project document,https://cdn.climatepolicyradar.org/navigator/COL/2012/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_b8c1faa998497908008dc4518cd6efea.pdf,2012-06-29T00:00:00Z,Project document,COL,039MCODR,https://climateprojectexplorer.org/document/reducing-risk-and-vulnerability-to-climate-change-in-the-region-of-la-depresion-momposina-in-colombia_c204,https://fifspubprd.azureedge.net/afdocuments/project/57/57_RESUBMISSION_PIMS%204805%20Colombia%20AF%20Full%20Proposal%2022May2012_no_highlight.pdf,application/pdf,b8c1faa998497908008dc4518cd6efea,AF.family.039MCODR.0,2012,out_of_scope_geo
AF.document.020MCKDR.n0000,Akamatutu’anga i te iti tangata no te tuatau manakokore ia e te taui’anga reva - Strengthening the Resilience of our Islands and our Communities to Climate Change — Project concept,https://cdn.climatepolicyradar.org/navigator/COK/2011/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_c4c7db6f3cb311f589da93c4d2dc6b02.pdf,2011-12-14T00:00:00Z,Project concept,COK,020MCKDR,https://climateprojectexplorer.org/document/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_c245,https://fifspubprd.azureedge.net/afdocuments/project/26/26_AF%20Cook%20Islands%20Concept-24OCT.pdf,application/pdf,c4c7db6f3cb311f589da93c4d2dc6b02,AF.family.020MCKDR.0,2011,out_of_scope_geo
AF.document.020MCKDR.n0007,Akamatutu’anga i te iti tangata no te tuatau manakokore ia e te taui’anga reva - Strengthening the Resilience of our Islands and our Communities to Climate Change — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/COK/2011/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_8d2fe95cce16354a332cd202fafc8956.pdf,2011-12-14T00:00:00Z,Final evaluation,COK,020MCKDR,https://climateprojectexplorer.org/document/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_c245,https://fifspubprd.azureedge.net/afdocuments/project/26/26_Final%20Adaptation%20Fund%20End%20of%20SRICCC%20Project%20Report%202018.pdf,application/pdf,8d2fe95cce16354a332cd202fafc8956,AF.family.020MCKDR.0,2011,out_of_scope_geo
AF.document.020MCKDR.n0001,Akamatutu’anga i te iti tangata no te tuatau manakokore ia e te taui’anga reva - Strengthening the Resilience of our Islands and our Communities to Climate Change — Project document,https://cdn.climatepolicyradar.org/navigator/COK/2011/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_e5c3ee6600d4e22a75359fa56aaee1dc.pdf,2011-12-14T00:00:00Z,Project document,COK,020MCKDR,https://climateprojectexplorer.org/document/akamatutuanga-i-te-iti-tangata-no-te-tuatau-manakokore-ia-e-te-tauianga-reva-strengthening-the-resilience-of-our-islands-and-our-communities-to-climate-change_c245,https://fifspubprd.azureedge.net/afdocuments/project/26/26_RESUBMISSION_CI_AF_Revised_Proposal_10Oct2011_clean.pdf,application/pdf,e5c3ee6600d4e22a75359fa56aaee1dc,AF.family.020MCKDR.0,2011,out_of_scope_geo
AF.document.AF00000110.n0000,Climate Smart Integrated Rural Development Project — Project document,https://cdn.climatepolicyradar.org/navigator/ETH/2017/climate-smart-integrated-rural-development-project_de5b6a693d87579b98ecbe52eb89bb59.pdf,2017-03-17T00:00:00Z,Project document,ETH,AF00000110,https://climateprojectexplorer.org/document/climate-smart-integrated-rural-development-project_e3bf,https://fifspubprd.azureedge.net/afdocuments/project/5169/5169_Ethiopia%20%20%20OPG-ANNEX-4-1-Project-proposal_MoFEC-March%207.pdf,application/pdf,de5b6a693d87579b98ecbe52eb89bb59,AF.family.AF00000110.0,2017,parked
AF.document.AF00000110.n0001,Climate Smart Integrated Rural Development Project — Inception report,https://cdn.climatepolicyradar.org/navigator/ETH/2017/climate-smart-integrated-rural-development-project_d88288e4d52a2662fe4e58cf3f5a52a3.pdf,2017-03-17T00:00:00Z,Inception report,ETH,AF00000110,https://climateprojectexplorer.org/document/climate-smart-integrated-rural-development-project_e3bf,https://fifspubprd.azureedge.net/afdocuments/project/5169/5169_Inception%20report.docx.pdf,application/pdf,d88288e4d52a2662fe4e58cf3f5a52a3,AF.family.AF00000110.0,2017,parked
AF.document.AF00000110.n0004,Climate Smart Integrated Rural Development Project — Final evaluation report,https://cdn.climatepolicyradar.org/navigator/ETH/2017/climate-smart-integrated-rural-development-project_bea19b22088c3fe9ea2392a54cb34dfa.pdf,2017-03-17T00:00:00Z,Final evaluation,ETH,AF00000110,https://climateprojectexplorer.org/document/climate-smart-integrated-rural-development-project_e3bf,https://fifspubprd.azureedge.net/afdocuments/project/5169/AF%20project%20terminal%20evluaiton_final%20draft%20version.pdf,application/pdf,bea19b22088c3fe9ea2392a54cb34dfa,AF.family.AF00000110.0,2017,kept
AF.document.AF00000071.n0000,"AYNINACUY: Strengthening the livelihoods of vulnerable highland communities in the provinces of Arequipa, Caylloma, Condesuyos, Castilla and La Union in the Region of Arequipa, Peru — Project document",https://cdn.climatepolicyradar.org/navigator/PER/2017/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_ea03417577e8715d9df3f2cd53dd1b0d.pdf,2017-03-17T00:00:00Z,Project document,PER,AF00000071,https://climateprojectexplorer.org/document/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_1e90,https://fifspubprd.azureedge.net/afdocuments/project/1417/1417_Proy-Ayninakuy-ENG-V29-16052018-Clean.pdf,application/pdf,ea03417577e8715d9df3f2cd53dd1b0d,AF.family.AF00000071.0,2017,out_of_scope_geo
AF.document.AF00000071.n0001,"AYNINACUY: Strengthening the livelihoods of vulnerable highland communities in the provinces of Arequipa, Caylloma, Condesuyos, Castilla and La Union in the Region of Arequipa, Peru — Inception report",https://cdn.climatepolicyradar.org/navigator/PER/2017/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_7a9eb78628f52bd3348fef4d7e12fc1d.pdf,2017-03-17T00:00:00Z,Inception report,PER,AF00000071,https://climateprojectexplorer.org/document/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_1e90,https://fifspubprd.azureedge.net/afdocuments/project/1417/1417_Ayninacuy%20-%20Initiation%20WS%20Report%209%20Nov%202018.pdf,application/pdf,7a9eb78628f52bd3348fef4d7e12fc1d,AF.family.AF00000071.0,2017,out_of_scope_geo
AF.document.AF00000071.n0004,"AYNINACUY: Strengthening the livelihoods of vulnerable highland communities in the provinces of Arequipa, Caylloma, Condesuyos, Castilla and La Union in the Region of Arequipa, Peru — Final evaluation report",https://cdn.climatepolicyradar.org/navigator/PER/2017/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_522a5d6ba8601ae93a93f6e871d8f5ef.pdf,2017-03-17T00:00:00Z,Final evaluation,PER,AF00000071,https://climateprojectexplorer.org/document/ayninacuy-strengthening-the-livelihoods-of-vulnerable-highland-communities-in-the-provinces-of-arequipa-caylloma-condesuyos-castilla-and-la-union-in-the-region-of-arequipa-peru_1e90,https://fifspubprd.azureedge.net/afdocuments/project/1417/1417_Terminal_evaluation_AYNINACUY.pdf,application/pdf,522a5d6ba8601ae93a93f6e871d8f5ef,AF.family.AF00000071.0,2017,out_of_scope_geo
